en Smooth_Radio 3 34496
en Internal_Troops 1 16621
en Alexandru_cel_Bun 1 15416
ru The_Last_Story 1 25287
ru %D0%9A%D0%B0%D0%BD%D1%82%D0%B5%D0%BC%D0%B8%D1%80,_%D0%90%D0%BD%D1%82%D0%B8%D0%BE%D1%85_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87 6 147175
nl Schnell_%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%A0%C3%A2%E2%82%AC%E2%84%A2%C3%83%C6%92%C3%A2%E2%82%AC_%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%A2%E2%80%9E%C2%A2%C3%83%C6%92%C3%86%E2%80%99%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%82_%C3%83%C6%92%C3%82%C2%A2%C3%83%C2%A2%C3%A2%E2%82%AC%C5%A1%C3%82%C2%AC%C3%83%C2%A2%C3%A2%E2%82%AC%C5%BE%C3%82%C2%A2%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%A0%C3%A2%E2%82%AC%E2%84%A2%C3%83%C6%92%C3%82%C2%A2%C3%83%C2%A2%C3%A2%E2%82%AC%C5%A1%C3%82%C2%AC%C3%83%E2%80%A6%C3%82%C2%A1%C3%83%C6%92%C3%86%E2%80%99%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%85%C2%A1%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%B6ffnendes_Ventil 2 14339
da Speciel:Relaterede_%C3%A6ndringer/Sophus_Nielsen 1 8268
no South_Park,_st%C3%B8rre,_lengre_og_usensurert 1 15542
it Erich_Honecker 6 227760
en Siamak 2 23089
en Lambda_(unit) 1 8718
ar %D8%AA%D8%B5%D9%86%D9%8A%D9%81:%D8%A8%D8%B1%D9%85%D8%AC%D9%8A%D8%A7%D8%AA_%D9%85%D8%AD%D8%B1%D9%83%D8%A7%D8%AA_%D8%A8%D8%AD%D8%AB_%D9%85%D8%AC%D8%A7%D9%86%D9%8A%D8%A9 1 7844
en Trump_World_Tower 11 159390
en RPK 21 525712
de.voy Pula 1 52978
ja %E5%BE%8C%E3%82%8D%E3%81%8B%E3%82%89%E9%80%99%E3%81%84%E3%82%88%E3%82%8A%E9%9A%8A%EF%BC%A7_(%24or%28artist%2C%E6%AD%8C%E6%89%8B%2C%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B9%E3%83%88%29) 1 24031
www.wd Special:EntityData/Q23619848.ttl 1 1118
en Age_spots 2 29714
en The_Dentist_(1932_film) 1 9764
pl Rex_Harrison 2 67928
en.d endellite 1 1176
en Skeireins 1 8940
www.wd Special:EntityData/Q24214261.ttl 1 2879
en United_States_presidential_election_in_Arkansas,_1836 1 51763
en Featherproof_Books 1 44095
de Milj%C3%B8partiet_De_Gr%C3%B8nne 1 14138
en Brooks_County_School_District 1 8811
es Especial:Contribuciones/Microdosis 1 6869
en Parliament_of_Tuvalu 2 160728
zh Rihanna 1 40228
en Pentagonal_bipyramidal_molecular_geometry 1 9704
en Europa_Publications 1 71999
vi M%C3%B9i_%C4%91u_%C4%91%E1%BB%A7_xanh 1 12633
en War_substantive 1 44881
ru Patriot 2 19176
fr L%27%C3%89cho_lyrique 1 12640
de Wei%C3%9Fenibach 1 11500
ja %E6%97%A5%E4%B8%8B%E3%81%A1%E3%81%B2%E3%82%8D 1 18490
en 1971_NBA_Playoffs 4 35237
it Reckless 3 24057
en Special:RecentChangesLinked/Talk:Jerry_Fielding 1 11865
es .gg 2 18057
es Discusi%C3%B3n:Hans-Ulrich_Rudel 1 9306
en USC_Center_on_Public_Diplomacy 1 40681
sv Uppr%C3%A4tth%C3%A5llare 1 6768
en Special:BookSources/0292771134 1 48339
en File:BritLibRoyal14CVIIFol006rMattParisSelfPort.jpg 1 40592
en The_Voice_%E2%80%93_Norges_beste_stemme 1 25681
cs Lhotice 1 8829
cs Stargard 1 14416
cs Diskuse:Muhammad_Rez%C3%A1_Pahlav%C3%AD 1 7177
ru %D0%90%D0%BF%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D0%BD%D0%BE%D0%B5_%D0%BE%D0%B1%D0%B5%D1%81%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5 7 520976
en Black_liquor 4 163787
fi Kingdom_Hearts:_Chain_of_Memories 1 12719
ru %D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%B0_%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE 3 96270
en Didier_Henry 3 18020
en Special:RecentChangesLinked/User_talk:74.179.253.167 1 11120
en Anthony_Carfano 1 73189
zh %E5%B0%81%E7%A5%9E%E8%8B%B1%E9%9B%84 1 34887
nl.d zwaarder 1 6684
en Template:Oceania-bio-stub 1 8501
it Portale:Sport/Citazione 1 8278
en Alex_Rubens 1 8854
ja %C3%83%C2%A3%C3%86%E2%80%99%C3%A2%E2%82%AC%C2%A2%C3%83%C2%A3%C3%A2%E2%82%AC%C5%A1%C3%82%C2%A1%C3%83%C2%A3%C3%A2%E2%82%AC%C5%A1%C3%82%C2%A4%C3%83%C2%A3%C3%86%E2%80%99%C3%82%C2%AB:NTT_company_logos.svg 1 7020
es TARDIS 3 37702
en Special:WhatLinksHere/Melissa_Rivers 1 8278
de Bodemshusen 8 120426
en 1996%E2%80%9397_NCAA_football_bowl_games 1 15561
hi %E0%A4%AE%E0%A5%8B%E0%A4%A1%E0%A5%80 1 12628
www.wd Special:EntityData/Q7336548.php 1 2317
ar %D8%AE%D8%A7%D8%B5:%D8%A3%D8%AD%D8%AF%D8%AB_%D8%A7%D9%84%D8%AA%D8%BA%D9%8A%D9%8A%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D9%85%D9%88%D8%B5%D9%88%D9%84%D8%A9/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85 1 14730
commons.m June_10 1 21450
ru %D0%91%D1%80%D0%BE%D0%BC%D0%B1%D0%B5%D1%80%D0%B3,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87 1 13192
commons.m Special:RecentChangesLinked/Category:1920s_architecture_by_country 1 9023
en Special:Search/Phantom_Maggots 1 8837
en Blastocystis_hominis 1 28833
en File:Nnamdi_Asomugha.jpg 1 33355
fr Foudre_en_boule 2 43160
en File:Duomo_firenze_apr_2008.jpg 1 4937
en Sit_ups 1 13687
zh User_talk:%E6%B2%B3%E5%8D%97%E4%BB%A3%E5%BC%80%E8%83%BD%E6%BA%90%E5%8C%96%E5%B7%A5%E5%8F%91%E7%A5%A8%E3%80%90%E5%BC%80%E7%A5%A8%E7%94%B5%E8%AF%9D:400-031-2231_%E6%9D%8E%E7%BB%8F%E7%90%86%E3%80%918urvs 1 7015
sco %C3%98resund 1 13938
zh.d %F0%A4%B7%AC 1 7228
en Juan_Alfonso_Valle 1 33695
ml %E0%B4%A8%E0%B5%8B%E0%B4%AE%E0%B5%8D%E0%B4%AA%E0%B5%8D_(%E0%B4%87%E0%B4%B8%E0%B5%8D%E2%80%8C%E0%B4%B2%E0%B4%BE%E0%B4%AE%E0%B4%BF%E0%B4%95%E0%B4%82) 1 23531
el %CE%91%CF%81%CF%87%CE%B9%CE%B5%CF%80%CE%AF%CF%83%CE%BA%CE%BF%CF%80%CE%BF%CF%82_%CE%A3%CE%B5%CF%81%CE%B1%CF%86%CE%B5%CE%AF%CE%BC 2 45472
ru %D0%A4%D0%B0%D0%B9%D0%BB:Coat_of_arms_of_Zurndorf.svg 1 12642
commons.m File:Ispra_Chiesa_4.psd.jpg 1 8242
it Norma_giuridica 6 85240
en Arc_flash 18 221904
en Exercise_RIMPAC 18 753376
de Manuel_Alvarez_Bravo 1 11853
commons.m File:Jaeger-LeCoultre_Polo_Masters_2013_-_25082013_-_Match_Poloyou_vs_Lynx_Energy_5.jpg 1 11614
en.b Understanding_C%2B%2B/Quick_Reference 1 7408
commons.m File:Tulle_-_Obs%C3%A8ques_Lovy_27-03-1904.tif 1 8899
ja %E5%87%BD%E9%A4%A82%E6%AD%B3%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AF%E3%82%B9 1 23678
en Talk:Ashcroft_v._al-Kidd 1 44159
pl Kategoria:Afryka%C5%84skie_instrumenty_muzyczne 1 9194
